group_customer_id,age,name,address,income,number_children,city,info
14,25,3741d59112eee8ae8d8c64eab52203d4e26fe541,01c0c90bf6c9358e58c84ab8a89e34676a26b823,13107,1,32,461742bbd8cc55ac9eefa04baff70c5c64592896 
15,98,f1abd670358e036c31296e66b3b66c382ac00812,e794a80eb109162d579df51db6d52e223bb0e9be,22933,3,57,ae5ffa6599c837509139132ef41c7856f33a50f7 
16,40,cf32406111908544e504c84731147f072cdf2fbd,8e6b8a73bce7324e2b6e4afa73ee4215b98e9432,36792,1,87,11307768e6d77951256a33cc9abd40851f6f5ce8 
17,37,fd93751649ac3ea8f8772ba49c8c1fe068002835,f83a383c0fa81f295d057f8f5ed0ba4610947817,34606,4,80,0b93caee71a9d214d0bbbc5622ea29507e3b8a7a 
18,8,5d23e965603269f7674c2fc33318f5d5af406f6f,d20016547f489da25167fa1dbe9a00bfd82298c0,47696,4,8,ee16ee0fa7f21a4101793582e1cf4b24fef9f948 
19,92,8d255e1e608e20d07f0fcfbcb95bc14abffba589,c66c65175fecc3103b3b587be9b5b230889c8628,47969,3,89,d2578a848888259fc29e19f4770e0f27690a02ea 
20,23,1f1362ea41d1bc65be321c0a378a20159f9a26d0,25a5e3012854728e0c6ab97fdcbb65c3a00c0965,41059,0,81,bc15c774dca4499ea6fb42da7d216ca54f8c697e 
21,83,c02b74809aaccf4972b9bb7059fa28aa91a255a3,bd307a3ec329e10a2cff8fb87480823da114f8f4,44378,5,30,d094700e379f0fb3b543e25c77f8e4b3e068f057 
22,97,97705a95fdc2a4886f9b24061803f0f5c60270cb,9d6ad3cc125c3c4d07b17f6aac6ff9ebf9a338c8,36497,3,13,c66c65175fecc3103b3b587be9b5b230889c8628 
23,85,aa5076f800ef52b2ed0f0b8d88bfc68f7fd6a314,cd8b7a4b8bb9bbf442a9d50fa465fe0e9d868a13,40335,1,81,fe2ef495a1152561572949784c16bf23abb28057 
24,32,9deb867b96b097fccf9bd932719fe347c49a2a7b,a1773d62a609dd09e98ea1aebeddbd949b78bf83,43336,1,4,5fd7e33e01c871f02cbf9f6b0c1feec774b09cf5 
25,94,fe2fb474076a872e237e4430d40cbed150d20033,f032e58930733b4d76fabb3398e75d86d881b245,29971,4,25,584130e068c3f0f36bf0a7ef9308031af8fb6462 
26,25,38afd2ec2f9db9276c61839b6a900df67a7c9544,87d538ef1c1db71603e60f278446c86470162380,12527,2,27,b02b70815b8520a272deb770f0bd96f6ab0a8257 
27,67,967d1c50af49565e3ab37a33780edf8a1d2d43ea,16b06bd9b738835e2d134fe8d596e9ab0086a985,37578,2,33,8bd7954c40c1e59a900f71ea3a266732609915b1 
28,22,c32a67a05e6b1c8b7a2b48059cdcd5007a4a0900,114d4eefde1dae3983e7a79f04c72feb9a3a7efd,20518,0,56,68b7933743e4841afc42c7b7eb5b4974a1070228 
29,10,17820ac1fd68b22540b4a76c24849312e7f79c58,b6589fc6ab0dc82cf12099d1c2d40ab994e8410c,41338,5,15,afc3bf9d346f20c15bd914465c0beae12e0dba2e 
30,13,dca7d04102c326cf00ed5aac983d712827329f31,81d51c78e6380c53c0310e296eabbeef5ffaae5f,15932,5,19,154a31bf7fa827bce90915439a7a5f3aa0f2fa47 
31,66,ae7329c979b3cd96086c22cca6217764ab3e50ec,b741f2520f68d7b8abfecea2d88015fc823ef8bb,28333,4,2,7ee51d9582ef3d3b56ec2fc25b77fc147d8563e5 
32,54,cfd1799660639c006d19f3ca7ebd518a1d6e6ca2,ec91fc2dc062c0f220b5d7b52ac6446011bf98cd,32904,2,54,80e28a51cbc26fa4bd34938c5e593b36146f5e0c 
33,42,6643521711328a1e282daf5a5da43970eb11a089,54ceb91256e8190e474aa752a6e0650a2df5ba37,15951,4,54,fab19abfc186474354d059987002dfd06da3ddce 
34,53,af7166a5d6ddde19c3a7fd202d93ee963ea22132,8665243ef242a2b13ff662d0943d369e8ba0e206,11642,5,69,68b7933743e4841afc42c7b7eb5b4974a1070228 
35,72,749bc367fd90880f2d6dbe578e98e14645b0b26d,7d5e6660e54fec3122bc54a9fc39dc5c9f1a17a7,22731,2,30,b0c68924acc44f1f1ed598a8b2b2d4568b02dcfc 
36,10,c6eeaa0539eaa4ce33dfb9e4b4eee1cfc0cbf6e7,1625434cebb5e5c4cf7cac668ab24444f9ec05b7,31085,0,3,e0cc7b71e9bf62b758889fa83aa7335372f79de0 
37,99,a1773d62a609dd09e98ea1aebeddbd949b78bf83,9c676e003b8932ac49d4d3a18467c0b59e3e3fb6,35496,0,10,efbc0848b836a9de4b0c18c93ec052d87647fb06 
38,93,b74f5ee9461495ba5ca4c72a7108a23904c27a05,0f3c97b08484e459263448e551ae79f2d31ca102,10575,2,42,b5586099944014e589f483efe663318aa1979d56 
39,16,775bc5c30e27f0e562115d136e7f7edbd3cead89,827bfc458708f0b442009c9c9836f7e4b65557fb,49204,3,58,8290abc6c261e044710e7d616082ab51cb377262 
40,11,aa5076f800ef52b2ed0f0b8d88bfc68f7fd6a314,dd500e1c0fa5792340acd988b4e8a3338cdc609a,46391,5,83,fe2ef495a1152561572949784c16bf23abb28057 
41,93,065f8e41a20c940689359644aae39608d126c498,2019219149608a3f188cafaabd3808aace3e3309,44274,1,28,66c4d1ec6dadbb7073bb7c5132e479ca4d2b59cf 
42,32,b246c7491a540d40da2bfe4e6780620f4f926797,395ea62457ba1302a696ef4bf8c3ebec74b6f0ac,18010,4,67,ae7b4b79bbda7972ec40d8cd085c7875087973cc 
43,5,3a085d1bc5fa41313c4e0910e7341af761b0f7db,2815f6b98b7a1fc00fc6bbb6d86583c410d86af7,18345,1,13,904f2cc1c3677bb35876e91f4716341c06769cc6 
44,83,8e63fd3e77796b102589b1ba1e4441c7982e4132,d64ce8d6017f0d3ab6d528cf5dfd616ae05c32b4,14014,3,51,d69b923df6140a16aefc89546a384e0493641fbe 
45,23,8a1beaee63fed318ca54d4f7d18cee4081c68a74,ee16ee0fa7f21a4101793582e1cf4b24fef9f948,49234,2,22,6e75d23a0574afce62799aab4afcd882f53d6680 
46,2,e114c448f4ab8554ad14eff3d66dfeb3965ce8fc,c9264fc806cdb67dc2080db570871067a6134c2d,11770,3,81,b903ea6300ffc957d946618424318ce4afcc0764 
47,29,301377d6f91551c76bdeceb505896fd2d31b918e,4d7adc253fb88e2a45a2eb91e43b6e0ff7614587,46148,2,56,5753ab09dc6327a1a842ace14c04a539f32e3a30 
48,13,f33f7ae89c2c6ab8e29a3cb0a97bb1f9456aacba,682a03f4cd9e0c79b8a1f0e34266b9651ad9821c,14914,2,88,5959ddf778480d6def414be823854d561c30923b 
49,17,f66b7dcd21696a4242e1ff93608c405741802c92,86970064ea53b6d66b7c53cbc91c58b4f06fc6fd,25090,0,92,cfe21c6800c88f06d7d0683b1535821c75c954ad 
50,46,4f0f5c96ca8457ccd84c30f91c0555bd7e615c81,549843ddfef8fcf36afa56c6286f2689537c8b2c,32205,2,28,2659fc519890c924f82b4475ddd71b058178d02b 
51,25,a8a2b30f8dba82d690db42ce743475f11be31030,08d55d01921d987568b19a5fd67bc17b74d6c36f,25238,4,65,06349be70bd2d5dd98d36b9b8dba0a057500fdac 
52,75,01055fedad58f1885e2646cf3a0012122b711da6,c2fc6ebf83d192af1de8fb65d5778ca5fc90592e,36635,1,72,982fd8b711279888a3b54f5af24f185041d22ee6 
53,6,787d41d9c35c57ef9e4aba799bacefac312149a4,ef7de0b7dedde0a2722380a752fece7a2ccdd672,43002,3,71,cd0613ba91fbab0c5af2827e308e487e267d28a0 
54,57,50336bc687eb161ee9fb0ddb8cf2b7e65bad865f,a17554a0d2b15a664c0e73900184544f19e70227,27003,3,42,1c6637a8f2e1f75e06ff9984894d6bd16a3a36a9 
55,89,2e946dff15fb8c09a1a17ae80c6b45f0d5814cd4,4707f92226a773ddf1b2602948b881004c8a96e9,18385,5,96,1bdf1a2fc92382e70ba7d9f31ae616547c06f2b2 
56,90,300122350a32530a2c2103b46ed07eacdc82aff8,34c66477519b949b09b45e131347c17b5822a30a,39181,5,2,389b4f6ee5bd60bebd9d0708da23ba8b4134620b 
57,1,98079d38abe094b7ecaaf37b3519525df0abb891,752ae7bdbb96bf25280b55990570beabf2048ce0,30300,4,85,9ee0df7c8a647ff45e95abfac028ef5651be0ac5 
58,98,8b4753ed1cb27a4a5b8c6cfe938b1d7ec5b5396c,53c53c5d2b630c0d912264bb9edf8cf6f0afa260,40424,2,28,e77a763321d6cf825534ab228e1dfa33e71447c1 
59,32,758a25f7dd163311b02efd5de19535312f7c1225,a785bdbf3c99e0509f4cc3417295cce9d89459a1,48781,3,18,5c8f5ac0b7ad23c110793ad1fcf4d3c8d41344d5 
60,60,ccd04939f25266ed88d9dbb3eb298866911b04f4,9d94ce174298e08402d1271df4e20f4cb50f7340,20735,1,28,bd7c809d7d47026e7390ba3c6b253d24efcbe8cf 
61,68,7ec24305aabd039523e863b97fc436f600b30b42,176908bf2a39eef53edf72b60e99e339da45a9ca,21175,0,80,b7eb6c689c037217079766fdb77c3bac3e51cb4c 
62,69,6f8246002c1c5967ffc5e0ec80f2d7b59a60b1e3,a32c5cfee76478050154a15ca6743a532e27b926,46695,5,49,d06b6c54863ac33d12419dd04f7acb85c696f722 
63,36,6b2e24cf8d9de573219178fdf7baa3a32db4c4c2,cf06ed6df6eb6ebc840cdb81ed164cfdb56a6aa9,35730,3,13,1d513c0bcbe33b2e7440e5e14d0b22ef95c9d673 
64,34,9ed4f29f8b6857ffe123d6e41d5c699edc0d62a1,8de23aaaec61b2cba81bd155ea66322737dea7d8,37300,4,61,81c69212880f2e985e1dedf869c2483ece723d68 
65,57,40bd001563085fc35165329ea1ff5c5ecbdbbeef,fe39d97644dc1d9ca43e372a80def23eeee66f34,23773,2,70,27e7efd0c42c796ed39618e9b5a4b05a9b2e0fb0 
66,6,5a73b747ec74bdd97d5f05bf1ea48d0707e87e50,0715d58c74869d445849a688c0f3804892a5d6a1,34079,2,11,b70706fdb0027063c33c00f7ce3e040221dd70bb 
67,2,34c66477519b949b09b45e131347c17b5822a30a,7919ae519f96a6645a5640c381f954df58d2d2d2,35508,1,65,7698330419d7539e743e9f4985411faf76e64261 
68,4,d2578a848888259fc29e19f4770e0f27690a02ea,2e01e17467891f7c933dbaa00e1459d23db3fe4f,17364,2,33,e1de5f7134a427a6c9098ddecdf8e461eb8c8cda 
69,96,8980dc86c1e9ea324ec99f8b15a2e9a92d0a4d1e,d5843c2634578decb7f59b5452225a8eda6cb8a4,37992,3,19,1b04f217730b9e677ec7021775bb6c2c8f8ca543 
70,45,b246c7491a540d40da2bfe4e6780620f4f926797,ad2ad593b7a4db4d077dc9f94444092aad698ee9,10030,5,76,c1a38b8a671f58b20d4079b68d6533216db2a364 
71,53,91032ad7bbcb6cf72875e8e8207dcfba80173f7c,918fc64d3247435e25e80875ecaa5b39e3ed48c2,24677,1,65,16a9efea4885a86a6c0e036b52e0b0bad6da1845 
72,85,945335a6aaa02e8642218d06ddbb9073cb1e3d69,4f2706558a59b0c71f4a31a81345052fc8623919,19280,3,95,bb3612a0cf3e7e69f1be97829008c1c0cf943363 
73,47,ee49886656eacc1451a1a06ad61d7a8b31448650,264c3f3470cadac69e9912a8517f6210af35afaf,33341,4,89,008451a05e1e7aa32c75119df950d405265e0904 
74,29,4b68e45a767407ba32c8a08340a8ad86e654cfca,43095da636f8f89ffb3c77322c35f66b828ad2bb,40146,3,18,91eb375e8e71d9ce2f7cde8b0a757f66c94c998a 
75,3,b7103ca278a75cad8f7d065acda0c2e80da0b7dc,f4904ffc386432fe314a91609597028323de8e7f,20903,5,94,eb4ac3033e8ab3591e0fcefa8c26ce3fd36d5a0f 
76,75,ef2afd226e3384e34d9833fe09cd123db498754c,bc33ea4e26e5e1af1408321416956113a4658763,26644,3,31,290a52e4dd6282ca78bedde4f4d85b44e532cf99 
77,72,4707f92226a773ddf1b2602948b881004c8a96e9,3b69df951b3d4c18c3cb681597fbb9bba88d799c,35325,2,25,edc10c00d8e6e26af72eb3d0aa3f86c48d54cdc1 
78,10,cd0613ba91fbab0c5af2827e308e487e267d28a0,7919ae519f96a6645a5640c381f954df58d2d2d2,32460,2,50,4ef47a459efc0cd5b5f9b48f87dcd9277d97129b 
79,99,1368d271ae6a831386917603bd1f80b959a5c7dd,a52b27e785768645815cc7cb4f28d4278538de42,24064,2,45,85f1002bf139bebdb7f0d07b31fa14155aea9dfc 
80,1,cb4dd52770e258826c4174c36202b18f649e262f,914127d1002e9938e2e1ee54cd92fd8195a248b0,47719,0,42,27e7efd0c42c796ed39618e9b5a4b05a9b2e0fb0 
81,22,f2edcbe307792dde01089478537248d17cba8620,02db8e85943ffb476112d800c3010e376f2799e3,43017,4,86,43814346e21444aaf4f70841bf7ed5ae93f55a9d 
82,94,00f7eea0d077127d2045e251487cfe61189614c7,6153f0b97fb44420cd413a37979f8e6219fc3f36,16635,2,73,d96adb142a1f7ede4d5906eadf01409dbd98b60d 
83,41,ad2ad593b7a4db4d077dc9f94444092aad698ee9,8d255e1e608e20d07f0fcfbcb95bc14abffba589,38114,5,63,bdf59a109a30762380d851c187b7ec5256d89b72 
84,29,44b2920d7e9cb7c0ab668fd380af0c242dc27ad4,ed29c0d8b33574e6b27cb730300cda87fcb2c619,35498,1,13,636fd04ebe81c6118b43c88dba88b3af34ba4c12 
85,23,0e2a8d2c235e4c425c2afa27ca7a0d089e5116ef,cd8b7a4b8bb9bbf442a9d50fa465fe0e9d868a13,42093,3,51,31bd9b9f5f7b338e41b56183a2f3008b541d7c84 
86,85,461742bbd8cc55ac9eefa04baff70c5c64592896,cea6475abf50000b50fe25c592e079363689f59e,28187,1,4,1c76c42db69f242fdc8d813f5fddf04e958dca4b 
87,95,8ada660e06b787f245667943dc948dafab997e25,f6b9b6ccd0440bc448ae4b0267c316b751bcf826,28565,4,19,2659fc519890c924f82b4475ddd71b058178d02b 
88,71,de8627f75ba1abcfafd00a0e75ad189105cfdc21,6f8246002c1c5967ffc5e0ec80f2d7b59a60b1e3,11094,0,45,ff6d1d2c3324408300408b915aa5c531b6db0e48 
89,29,f47aea8bdcbd1179a1f3d91e6afeeb259488f2d1,190c4a70068f9453e2320b650e94869a1306adb0,12226,2,65,0313e644f8fda754eeeddc6c00eb824b00fea515 
90,67,81755a2845e39420c81902a3ce83dff1cfc782e7,279e901e056c2d8c7d7cf626cc71a1bda80ca343,45021,5,64,15aa0c7e8fbd2923db7041d012e8838d66b9572d 
91,67,ecb7937db58ec9dea0c47db88463d85e81143032,acf10f2c0a9d00345c2f6be783fc7068fe6a6bff,43329,1,48,3032a4beba0cc85ba637566923b54c9addc94b63 
92,35,c66c65175fecc3103b3b587be9b5b230889c8628,9a70776c743352cfcf688e52512673332e5e4007,39409,5,15,ba613d1fc0d9300175611e31cca7cf9f525056cb 
93,55,05580caed314df2d74c3e515d57294928cfbfae6,9f3bdbf605248e180acba43499e6c6cbcec07427,20172,3,39,8f98b68c4d83cf50f7c863fe577a2c5e38b43236 
94,57,3c26dffc8a2e8804dfe2c8a1195cfaa5ef6d0014,1c6637a8f2e1f75e06ff9984894d6bd16a3a36a9,31153,4,100,076e5a3a32038d0ba2d7e8fac5f6a5249a68e749 
95,16,9f682df245668969bbcd5395bdc2882591eeecde,967d1c50af49565e3ab37a33780edf8a1d2d43ea,25744,2,5,8980dc86c1e9ea324ec99f8b15a2e9a92d0a4d1e 
96,25,99316daea530a41f7e3cddaea0561a59d2dc23f0,b3be0e5932b8baa2c9dd9c33206c31b95f78be2f,21616,2,4,22d200f8670dbdb3e253a90eee5098477c95c23d 
97,86,581a8ed69cf5d505b989c438becd65e37c8de61e,348763862f0a868bdc2591812b783206c351bc2f,28635,4,92,ae1e7198bc3074ff1b2e9ff520c30bc1898d038e 
98,56,b00168585f7b81b68f0ef02ffa919c710fb6f592,329a970dfa7f977b158a7450f283716d1b46ac73,30377,2,84,392330c06545067ca3809362e16f2b8e6d210e68 
99,31,0ec09ef9836da03f1add21e3ef607627e687e790,b70706fdb0027063c33c00f7ce3e040221dd70bb,24885,1,80,6fb84aed32facd1299ee1e77c8fd2b1a6352669e 
100,62,6b2e24cf8d9de573219178fdf7baa3a32db4c4c2,f22fe10d168fce2f05483b4520bb3be16826a496,48774,0,1,13b724905530d4de5bfaeb714bc2c7f1f2ee2992 
101,95,7aeed2e80f473370df40802ca57db2a540612fb0,83fdc3407ccf68718bfb9aaddefa7cc0e40529db,39509,2,46,7224f997fc148baa0b7f81c1eda6fcc3fd003db0 
102,8,dcd7d0e3f3c05153d22d9f1d8caff4ab1b270ffe,89c48c47268eee4dcf7c4d1629c9876f49285cfb,49540,2,82,d36550fc4422fde2c3bb4169c939e24e583e79f0 
103,5,89a1c105a4720482e52ae423839ed97c693201ca,79816ecb0a75e0b29ec93a3e4845cf4f0b5d4d4d,35593,1,39,08d55d01921d987568b19a5fd67bc17b74d6c36f 
104,44,c70dfb07dc67c9dd6a8bc01130acf68d1fbf035f,89c48c47268eee4dcf7c4d1629c9876f49285cfb,13488,4,13,1b75f1a8ff3bff3ef7a72c6935c3d01a94da8969 
105,35,3f989fc069ba7bf9afc1fa53d31e8cb4210e246f,86cf294a07a8aa25f6a2d82a8938f707a2d80ac3,34570,5,28,29da9bc33b146db5b36af2908861e1de88c25fc8 
106,30,dcdee608f07355c48e6f028cb5790c7c436fc3be,7dcd5ff96b80f1bb263084ecb01e7696484613fd,45452,4,60,de1592e729f8f17f431e04338d66ea9cbf60f10a 
107,6,f022da4e40566305c0c8f39fd8f4b83dd5368834,2456caf1512365bb4622c2331d4dd695abb7652b,24816,5,23,502845c58c2c863cc56309a21287940ae0f42aaf 
108,67,b37f6ddcefad7e8657837d3177f9ef2462f98acf,b00168585f7b81b68f0ef02ffa919c710fb6f592,45828,3,64,b74f5ee9461495ba5ca4c72a7108a23904c27a05 
109,74,cf06ed6df6eb6ebc840cdb81ed164cfdb56a6aa9,be4d979ef9808e41a6adf3bbefc4331248e88604,36097,2,75,72c1975b93f0fff13952a520575f947c42ad8114 
110,19,329dc1daf9fb9d5e75d687dd9e0740e1c72796c3,828f720439cefaeb3acc7a7babce0a28abaa07a3,14530,3,48,641e2c9fb629c63ff2e3222878abbe71b967acb8 
111,84,d20016547f489da25167fa1dbe9a00bfd82298c0,b00168585f7b81b68f0ef02ffa919c710fb6f592,20007,4,11,1c76c42db69f242fdc8d813f5fddf04e958dca4b 
112,1,601ca99d55f00a2e8e736676b606a4d31d374fdd,cf06ed6df6eb6ebc840cdb81ed164cfdb56a6aa9,13784,2,5,a6f16ab483da9847d431a822e6c85e144dc54f30 
113,52,f1f836cb4ea6efb2a0b1b99f41ad8b103eff4b59,bf0d80b16262738fcdcb9b2e3d6a600cf75e4cc4,23898,3,68,0486ffb0d9c84cf1c38a7024c5284f0a2c411070 
114,67,b6e7a22c25e9e7146913841b0995288c688f9bf8,859371c78674de37bb9ae20743117bad002716e1,44255,1,84,264c3f3470cadac69e9912a8517f6210af35afaf 
115,28,0b6a63765cf0acb1022fc7c84ed8dcb104f221ed,6f8246002c1c5967ffc5e0ec80f2d7b59a60b1e3,49812,4,19,93ac1946cb917abc4735cdd1ee5fb7e3c6e164de 
116,1,190c4a70068f9453e2320b650e94869a1306adb0,d5843c2634578decb7f59b5452225a8eda6cb8a4,40840,5,18,b4c96d80854dd27e76d8cc9e21960eebda52e962 
117,83,3f989fc069ba7bf9afc1fa53d31e8cb4210e246f,14bb99f81147d2705f53a1d75337b2ec3e10d23a,16815,1,11,9ffd1ae121c4f26fe7f0c45ecdc85fa6ac245bf0 
118,35,da4b9237bacccdf19c0760cab7aec4a8359010b0,093f0b067a05c35392acf5a68ae51f414b877d32,35452,2,14,a8a2b30f8dba82d690db42ce743475f11be31030 
119,8,a8a2b30f8dba82d690db42ce743475f11be31030,5c64cc5d7cc05237d16fa2873e58b5923c489b73,11293,3,75,db00e4fdc8a6d8fc749a23649c9ec9343051ec47 
120,86,a609bb8ab05a0d13db9eb1d0d3b1383d1703c17d,3af0af21718ad75722b7f7dc2428e7f3f9c10432,15090,4,58,26e7458dc56ab2830fadba7bd2c1aa10e981518d 
121,83,dd7c1a3d9d5627da9aea5415e3d07202bfb5925e,8d1218244d96823a1ecdf1b383e010d29b57a3cc,38846,5,84,b7ecf1ca1c97492de831d17a3ab559d4a1f8b735 
122,97,ba30fd97b4127db56e9f4d3d9c030d71646fd2e7,eadc1dd8fc279583d5552700ae5d248e3fa123bd,14981,1,33,1b0a69d74c5ab68f9e3505f103f40618a51e5987 
123,37,641e2c9fb629c63ff2e3222878abbe71b967acb8,bf0d80b16262738fcdcb9b2e3d6a600cf75e4cc4,11326,2,99,88a9d5a83b2b7e4bc74200cc205858df88a90f44 
124,93,3af0af21718ad75722b7f7dc2428e7f3f9c10432,16a9efea4885a86a6c0e036b52e0b0bad6da1845,14605,4,41,717b2f3d8816830549097908c134e1729c516542 
125,14,300122350a32530a2c2103b46ed07eacdc82aff8,1382ac8c6624ca5424ef3baa3d79f3d9f051d913,21247,1,65,43095da636f8f89ffb3c77322c35f66b828ad2bb 
126,55,aa62ffff47619bf0b14843d4865e7dac00e278ef,8da4dabfaeb4a44681c9777c85db39140e3e12e6,10438,4,29,46a83636b1307bc646f0de50a607839c3f19d300 
127,83,06cb3f00aa09252fffcbe8ea8d165a338f803a7e,ccddaf626302032b0414003d6d4ebbfe4b3f99af,28035,0,42,8ee51caaa2c2f4ee2e5b4b7ef5a89db7df1068d7 
128,33,fbbf192d8343f1afa97f7a91d44cac3057f6a46f,a84c9aa070f9d126532293b8687d2ff3966060f0,11328,2,29,25293f2761d658cc70c19515861842d712751bdc 
129,48,3741d59112eee8ae8d8c64eab52203d4e26fe541,ae694b0755cd5eed5886ec4d8e658bde9639331d,43690,2,52,bf67a68ae9d0403801d0a0474efc79997d5fb6f3 
130,33,06be19ff5cbfb5dba362873de9cba10fa3d48b9f,cb4e5208b4cd87268b208e49452ed6e89a68e0b8,33849,2,39,c9a4b8932ab905578b42be4b50eee08fb6883a3f 
131,31,0bad865a02d82f4970687ffe1b80822b76cc0626,636fd04ebe81c6118b43c88dba88b3af34ba4c12,36205,4,60,fbdd85a95ef4b3ec95cdc5580b2883d2ad82f597 
132,44,9ed4f29f8b6857ffe123d6e41d5c699edc0d62a1,4707f92226a773ddf1b2602948b881004c8a96e9,41914,0,51,e1822db470e60d090affd0956d743cb0e7cdf113 
133,4,38c07d9eb6f585cb2e363aa8d83443b1b9fcc722,3a085d1bc5fa41313c4e0910e7341af761b0f7db,38958,4,42,5b5b3319a315a7bfac818b638ae5f0780fde9021 
134,39,b4c96d80854dd27e76d8cc9e21960eebda52e962,30222b26c6fe9abd40484df71711d3031a28c6bf,39716,0,7,dd500e1c0fa5792340acd988b4e8a3338cdc609a 
135,38,c26ab3bbd8b137f99cd83c2c1c0963bcc1a35cad,07127c678f054242aa8adff217db10ac8aee409d,30634,4,47,06be19ff5cbfb5dba362873de9cba10fa3d48b9f 
136,13,06be19ff5cbfb5dba362873de9cba10fa3d48b9f,b19dc177a07ce563e09b457f13bf5a673ddfbba1,14032,2,2,1106a1dda2d680438ecfb0bb70fd479c55a1791f 
137,80,ae7329c979b3cd96086c22cca6217764ab3e50ec,89a1c105a4720482e52ae423839ed97c693201ca,40989,3,59,7d7116e23efef7292cad5e6f033d9a962708228c 
138,84,a929eb33e338738d2a91e955ce7623764480253c,0bab1dd8bdb38481cdd144b3acb6368847c0c662,21871,5,63,f03ac204449806e98d4e390480277e6542c95161 
139,34,d36550fc4422fde2c3bb4169c939e24e583e79f0,05a8ea5382b9fd885261bb3eed0527d1d3b07262,45669,0,40,20387dbb740a1024dc09b567e17ab8b8d656ec64 
140,27,a32c5cfee76478050154a15ca6743a532e27b926,4f0f5c96ca8457ccd84c30f91c0555bd7e615c81,44228,4,23,3c26dffc8a2e8804dfe2c8a1195cfaa5ef6d0014 
141,10,5d00f2c62873169a8720963189ff86b1f29d4958,bdab02b526850c0ef562ff382a7d312349c611d3,12963,4,94,bd307a3ec329e10a2cff8fb87480823da114f8f4 
142,5,752ae7bdbb96bf25280b55990570beabf2048ce0,10d293a95915109e7675b011f404213902624f14,37386,2,12,812ed4562d3211363a7b813aa9cd2cf042b63bb2 
143,91,e2154fea5da2dd0d1732ff30931723c2973003a0,a51c55ccd92d606a8027eb583e6cba25eb786891,41989,1,80,192a0ec9b5d2ce313556e280b29940db5ef9fb07 
144,41,bf67a68ae9d0403801d0a0474efc79997d5fb6f3,61b5df41f1006a3d0ead4e4e6a6a61cb32496959,12814,5,42,9741f79aca77af5b5793817bd36737360dcb0a29 
145,77,aa62ffff47619bf0b14843d4865e7dac00e278ef,a29e971b5176a9fadde4eb86c851c7d66de8004b,36689,0,37,ad1bf290f3ae791d4ca98700eafe4daf341b103c 
146,56,472b07b9fcf2c2451e8781e944bf5f77cd8457c8,28903f610228f970292b06382eae94ae10efa9a0,14314,3,45,5d0fb669fb61cd51405bd09c1ac7e36a7407de8d 
147,2,cfe21c6800c88f06d7d0683b1535821c75c954ad,ed665fd661589a7a1e89af479e198fcea0048c15,26003,3,13,be461a0cd1fda052a69c3fd94f8cf5f6f86afa34 
